title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Resale 3bed ground fully Furnished Hot Deal,11000000,3,Yes,3,1751884,Chalet,11 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale 3bed ground fully Furnished Hot Deal,11000000,3,Yes,3,1751884,Chalet,11 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Twin Villa for sale in Ras Soma Marina Gate 4 Beds,32000000,4,Yes,5,1882024,Twin House,11 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Study"
Twin Villa for sale in Ras Soma Marina Gate 4 Beds,32000000,4,Yes,5,1882024,Twin House,11 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Study"
UNDER MARKET PRICE RESALE TOWNHOUSE READY TO MOVE,16500000,3,Yes,2,1801938,Villa,11 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
UNDER MARKET PRICE RESALE TOWNHOUSE READY TO MOVE,16500000,3,Yes,2,1801938,Villa,11 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Luxury sea front villa 7 bed with panoramic view,200000000,7,Yes,7,95010226,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Luxury sea front villa 7 bed with panoramic view,200000000,7,Yes,7,95010226,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Luxury sea front villa 6 beds AT Mariss Bay,125000000,6,Yes,5,6206674,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Luxury sea front villa 6 beds AT Mariss Bay,125000000,6,Yes,5,6206674,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
First row one story villa 880 M lowest price,147800000,6,Yes,7,8809472,Villa,11 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
First row one story villa 880 M lowest price,147800000,6,Yes,7,8809472,Villa,11 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale Lagoon View Chalet 2 Bed Prime Location,6700000,2,Yes,2,1141227,Apartment,11 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Resale Lagoon View Chalet 2 Bed Prime Location,6700000,2,Yes,2,1141227,Apartment,11 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Lowest Price Town House Corner In MV Ready To Move,12300000,3,Yes,3,2032185,Townhouse,11 Jun 2026,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price Town House Corner In MV Ready To Move,12300000,3,Yes,3,2032185,Townhouse,11 Jun 2026,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price 2 bed In Silver Sands Prime Location,7500000,2,Yes,3,1491604,Chalet,11 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price 2 bed In Silver Sands Prime Location,7500000,2,Yes,3,1491604,Chalet,11 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa 6 bed View Lagoon Bahri Finished in Marassi,55000000,6,Yes,6,6506997,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa 6 bed View Lagoon Bahri Finished in Marassi,55000000,6,Yes,6,6506997,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa Panoramic Sea View Direct in Marassi Bay,220000000,7,Yes,7,9009688,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Villa Panoramic Sea View Direct in Marassi Bay,220000000,7,Yes,7,9009688,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marassi Town 230 M 4 bed for Sale Good Location,29000000,4,Yes,4,3003229,Townhouse,10 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Study, Shared Spa, Shared Gym, Walk-in Closet, View of Landmark"
Marassi Town 230 M 4 bed for Sale Good Location,29000000,4,Yes,4,3003229,Townhouse,10 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Study, Shared Spa, Shared Gym, Walk-in Closet, View of Landmark"
Resale Amazing Senior Upper Chalet Ready to Move,10500000,4,Yes,4,2893111,Chalet,11 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale Amazing Senior Upper Chalet Ready to Move,10500000,4,Yes,4,2893111,Chalet,11 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale Amazing Senior Upper Chalet Ready to Move,13000000,3,Yes,3,2052207,Chalet,11 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Covered Parking, Private Garden, Private Pool, Shared Pool"
Resale Amazing Senior Upper Chalet Ready to Move,13000000,3,Yes,3,2052207,Chalet,11 Jun 2026,"Azha North, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Covered Parking, Private Garden, Private Pool, Shared Pool"
Standalone in Blanca first row golf with pool,70000000,5,No,5,5005382,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Covered Parking, Central A/C"
Standalone in Blanca first row golf with pool,70000000,5,No,5,5005382,Villa,11 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Covered Parking, Central A/C"
first row lagoon chalet in fouka bay LOWEST PRICE,9500000,3,No,2,1251345,Villa,11 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, View of Landmark"
first row lagoon chalet in fouka bay LOWEST PRICE,9500000,3,No,2,1251345,Villa,11 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Covered Parking, View of Landmark"
lowest downpayment ground floor at hyde park NC,5366000,2,Yes,2,1131216,Apartment,11 Jun 2026,"Garden Residence, Hyde Park, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
lowest downpayment ground floor at hyde park NC,5366000,2,Yes,2,1131216,Apartment,11 Jun 2026,"Garden Residence, Hyde Park, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
resale villa with very prime view & price,43000000,5,Yes,7,7908503,Villa,11 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
resale villa with very prime view & price,43000000,5,Yes,7,7908503,Villa,11 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Last large luxury 2bed panoramic view over 8years!,13000000,2,Yes,3,1301399,Chalet,10 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Last large luxury 2bed panoramic view over 8years!,13000000,2,Yes,3,1301399,Chalet,10 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
3 Beds Chalet for Sale _ Near Beach _ Over 9 y,17000000,3,Yes,3,1401507,Chalet,10 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, View of Water"
3 Beds Chalet for Sale _ Near Beach _ Over 9 y,17000000,3,Yes,3,1401507,Chalet,10 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, View of Water"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,4 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Ready To Move Apt Lowest Price In The Market,12000000,2,No,2,1161249,Apartment,4 Jun 2026,"Elan, Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Landmark"
Chalet Lagoon View Finished With AC Prime Location,17570290,2,No,2,1501615,Chalet,3 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Water, Shared Pool"
Chalet Lagoon View Finished With AC Prime Location,17570290,2,No,2,1501615,Chalet,3 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Study, Security, Shared Spa, Shared Gym, View of Water, Shared Pool"
Chalet Duplex In Beit Al Bahr Sea View,26000000,5,Yes,4,2502691,Chalet,2 Jun 2026,"Beit Al Bahr, Sidi Heneish, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa"
Chalet Duplex In Beit Al Bahr Sea View,26000000,5,Yes,4,2502691,Chalet,2 Jun 2026,"Beit Al Bahr, Sidi Heneish, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa"
"First Row Villa On The Sea For Sale, Ready To Move",30000000,4,Yes,5,3003229,Villa,21 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Study"
"First Row Villa On The Sea For Sale, Ready To Move",30000000,4,Yes,5,3003229,Villa,21 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Study"
with 850dp chalet 3bd full sea view finished 10y,17000000,3,Yes,3,1501615,Chalet,18 Jun 2026,"June, Ras Al Hekma, North Coast","Furnished, Built in Wardrobes, Balcony, Kitchen Appliances, Central A/C, Covered Parking, Private Garden, Private Pool, Maids Room, Study"
with 850dp chalet 3bd full sea view finished 10y,17000000,3,Yes,3,1501615,Chalet,18 Jun 2026,"June, Ras Al Hekma, North Coast","Furnished, Built in Wardrobes, Balcony, Kitchen Appliances, Central A/C, Covered Parking, Private Garden, Private Pool, Maids Room, Study"
with 500dp chalet full sea view fully finished 8y,10000000,2,Yes,2,1011087,Chalet,18 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Furnished, Security, Private Pool, Private Garden, Kitchen Appliances, Covered Parking, Central A/C, Maids Room, Study, Shared Pool"
with 500dp chalet full sea view fully finished 8y,10000000,2,Yes,2,1011087,Chalet,18 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Furnished, Security, Private Pool, Private Garden, Kitchen Appliances, Covered Parking, Central A/C, Maids Room, Study, Shared Pool"
villa fully finished prime view with0%dp over10yea,26000000,5,Yes,4,2502691,Villa,18 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Maids Room, Built in Wardrobes, Kitchen Appliances, Covered Parking, Central A/C, Balcony, Private Pool, Private Garden, Study"
villa fully finished prime view with0%dp over10yea,26000000,5,Yes,4,2502691,Villa,18 Jun 2026,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Maids Room, Built in Wardrobes, Kitchen Appliances, Covered Parking, Central A/C, Balcony, Private Pool, Private Garden, Study"
Ready To Move 1st Sea Row Luxury Villa - 6Y Plan !,14215000,3,Yes,3,1401507,Villa,20 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move 1st Sea Row Luxury Villa - 6Y Plan !,14215000,3,Yes,3,1401507,Villa,20 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Deliver 2027 | 4BR Apartment With Roof - 10Y Plan,17387000,4,Yes,3,2702906,Apartment,20 Jun 2026,"Sodic East, 6th District, New Heliopolis, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Deliver 2027 | 4BR Apartment With Roof - 10Y Plan,17387000,4,Yes,3,2702906,Apartment,20 Jun 2026,"Sodic East, 6th District, New Heliopolis, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Own chalet 1BR PRIME LOC in silver sands by ora,9000000,1,No,1,85915,Chalet,20 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, Shared Pool, Study, Security"
Own chalet 1BR PRIME LOC in silver sands by ora,9000000,1,No,1,85915,Chalet,20 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, Shared Pool, Study, Security"
Own Sea View Luxury Finished Villa in Red Sea,25000000,5,Yes,4,2502691,Villa,20 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Own Sea View Luxury Finished Villa in Red Sea,25000000,5,Yes,4,2502691,Villa,20 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
VILLA SEA FRONE WITH LOWEST PRICE IN RED SEA !!,28000000,4,Yes,4,4004306,Villa,17 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
VILLA SEA FRONE WITH LOWEST PRICE IN RED SEA !!,28000000,4,Yes,4,4004306,Villa,17 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
